Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Asami, R., Tanaka, T., Kawabata, K.-I., Hashiba, K., Okada, T., Nishiyama, T.","24479302300; 55550914500; 7201640358; 7006608068; 55810188800; 57061770200","Accuracy and limitations of vector flow mapping: left ventricular phantom validation using stereo particle image velocimetory",2017,"Journal of Echocardiography",15,"2",,57,66,,25,10.1007/s12574-016-0321-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84995404223&partnerID=40&md5=018ec90147a24b3a7d9c987006bbc906",Article,Final,Open Access,Scopus,2-s2.0-84995404223
"Glückstad, J., Palima, D.","7004233929; 21935069900","Light Robotics-Structure-Mediated Nanobiophotonics",2017,"Light Robotics-Structure-Mediated Nanobiophotonics",,"",,1,452,,11,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050354246&partnerID=40&md5=2d8f3528b98f7e155b914813d534e1db",Book,Final,,Scopus,2-s2.0-85050354246
"White, T.J.","57211738489","Photomechanical Materials, Composites, and Systems: Wireless Transduction of Light into Work",2017,"Photomechanical Materials, Composites, and Systems: Wireless Transduction of Light into Work",,"",,1,416,,21,10.1002/9781119123279,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035067229&partnerID=40&md5=49e02b7babef5f88e71d018a3b8c65a7",Book,Final,,Scopus,2-s2.0-85035067229
"Pal, S., Maiti, S., Chattopadhyay, K.K.","57219099737; 26534613400; 7102118538","Novel kite-like ZnO nano-tetrapods for sustainable environmental applications",2017,"AIP Conference Proceedings",1832,"", 050039,,,,2,10.1063/1.4980272,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020291386&partnerID=40&md5=0afb85aa47015a3b2edf09fa48085310",Conference Paper,Final,,Scopus,2-s2.0-85020291386
"Yoo, H.S., Park, E., Rhiu, S., Chang, H.-J., Kim, K., Yoo, J., Heo, J.H., Nam, H.S.","56844423000; 23390177000; 36554769100; 8893464800; 55710548200; 55261162200; 34869576000; 57216373862","A computerized red glass test for quantifying diplopia",2017,"BMC Ophthalmology",17,"1", 71,,,,1,10.1186/s12886-017-0465-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019423463&partnerID=40&md5=ba77cba00145750e1afffc2eb233ee67",Article,Final,Open Access,Scopus,2-s2.0-85019423463
"Li, Q., Chi, Z., Li, T., Ran, X., Guo, L.","56527485500; 56723527200; 8514300100; 26221892700; 7403156597","Photoresponsive behavior and switchable nonlinear optical properties of Langmuir-Blodgett film based on azobenzene derivatives",2017,"Optics Express",25,"10",,11503,11513,,8,10.1364/OE.25.011503,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019220334&partnerID=40&md5=8dfe06718779c9cbafcb5828eb319c0d",Article,Final,Open Access,Scopus,2-s2.0-85019220334
"Kufcsák, A., Erdogan, A., Walker, R., Ehrlich, K., Tanner, M., Megia-Fernandez, A., Scholefield, E., Emanuel, P., Dhaliwal, K., Bradley, M., Henderson, R.K., Krstajić, N.","57194143744; 7005311437; 57203540779; 57197901751; 34971975300; 35330622700; 40262551300; 57194214910; 9632874300; 7202096115; 7402183805; 9133776300","Time-resolved spectroscopy at 19,000 lines per second using a CMOS SPAD line array enables advanced biophotonics applications",2017,"Optics Express",25,"10",,11103,11123,,22,10.1364/OE.25.011103,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019191298&partnerID=40&md5=eb8b9abea2863e6edfca2fa454952c92",Article,Final,Open Access,Scopus,2-s2.0-85019191298
"Laitinen, R., Räty, J., Korhonen, K., Ketolainen, J., Peiponen, K.-E.","7006780956; 7003641714; 56884209400; 57188976375; 7005092158","Reflectometric monitoring of the dissolution process of thin polymeric films",2017,"International Journal of Pharmaceutics",523,"1",,127,132,,2,10.1016/j.ijpharm.2017.03.028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016031045&partnerID=40&md5=cb98f906a61c8bbd23701e05429fbba3",Article,Final,,Scopus,2-s2.0-85016031045
"Liu, X., Song, X., Dong, Z., Meng, X., Chen, Y., Yang, L.","56479585200; 57192811867; 51161106100; 9250909400; 56542871800; 57039307000","Photonic crystal fiber-based immunosensor for high-performance detection of alpha fetoprotein",2017,"Biosensors and Bioelectronics",91,"",,431,435,,19,10.1016/j.bios.2016.12.058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85008214234&partnerID=40&md5=cc9c193ca8cc75f6c75ba7b0c338d1ff",Article,Final,,Scopus,2-s2.0-85008214234
"Baker, J.E., Sriram, R., Miller, B.L.","55469170200; 36025985900; 56748351800","Recognition-mediated particle detection under microfluidic flow with waveguide-coupled 2D photonic crystals: Towards integrated photonic virus detectors",2017,"Lab on a Chip",17,"9",,1570,1577,,13,10.1039/c7lc00221a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021649298&partnerID=40&md5=0cbe20c575c9693ea4b29e8c0db3aafc",Article,Final,,Scopus,2-s2.0-85021649298
"Jeong, J., Song, H., Lee, J.K., Chuck, R.S., Kwon, J.-W.","55634694500; 57194022163; 35102397100; 7003574301; 57189757797","The effect of ocular biometric factors on the accuracy of various IOL power calculation formulas",2017,"BMC Ophthalmology",17,"1", 62,,,,25,10.1186/s12886-017-0454-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018324899&partnerID=40&md5=eca0ffb93b213b438f4c8272372863f7",Article,Final,Open Access,Scopus,2-s2.0-85018324899
[No author name available],[No author name available],"Hatchetfish cloaking strategies unveiled",2017,"Nature",545,"7653",,137,,,,10.1038/d41586-017-00641-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079799336&partnerID=40&md5=743c13936f85c9c92308d7d4e81b9587",Note,Final,,Scopus,2-s2.0-85079799336
[No author name available],[No author name available],"Ink-free printing creates lasting pictures",2017,"Nature",545,"7653",,137,,,,10.1038/d41586-017-00637-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079797639&partnerID=40&md5=b2c2eb260a92985aa69f889fe3260a2c",Note,Final,,Scopus,2-s2.0-85079797639
"Ra, E., Ito, Y., Kawano, K., Iwase, T., Kaneko, H., Ueno, S., Yasuda, S., Kataoka, K., Terasaki, H.","56608087300; 55253552600; 55514833200; 8916395400; 36765079500; 7402327647; 42062625300; 36910775100; 7103159537","Regeneration of Photoreceptor Outer Segments After Scleral Buckling Surgery for Rhegmatogenous Retinal Detachment",2017,"American Journal of Ophthalmology",177,"",,17,26,,15,10.1016/j.ajo.2017.01.032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026622167&partnerID=40&md5=481a13e8080a627019eb82339a5ad611",Article,Final,,Scopus,2-s2.0-85026622167
"Liang, F., Guo, Y., Hou, S., Quan, Q.","55990633500; 57212025887; 57186101300; 32867961800","Photonic-plasmonic hybrid single-molecule nanosensor measures the effect of fluorescent labels on DNA-protein dynamics",2017,"Science Advances",3,"5", e1602991,,,,33,10.1126/sciadv.1602991,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026376981&partnerID=40&md5=360e8dd28802f6b13c4737c62d7a97ac",Article,Final,Open Access,Scopus,2-s2.0-85026376981
"Feldman, S., Peterseim, M.M.W., Trivedi, R.H., Edward Wilson, M., Cheeseman, E.W., Papa, C.E.","57193877094; 6602076468; 7103330090; 14321569700; 6603291563; 56346784900","Detecting high hyperopia: The plus lens test and the spot vision screener",2017,"Journal of Pediatric Ophthalmology and Strabismus",54,"3",,163,167,,8,10.3928/01913913-20161013-05,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020093243&partnerID=40&md5=6d36bb06497eaaec63c03724c4648077",Article,Final,,Scopus,2-s2.0-85020093243
"Jiang, C., Kaul, N., Campbell, J., Meyhofer, E.","57190846842; 36673314400; 57214373979; 6601998370","A novel dual-color bifocal imaging system for single-molecule studies",2017,"Review of Scientific Instruments",88,"5", 053705,,,,2,10.1063/1.4983648,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019853610&partnerID=40&md5=924979f13c67fca96957bd09a34994aa",Article,Final,,Scopus,2-s2.0-85019853610
"Popp, J.","7103251673","Biophotonics.World – More than just a news page: The largest biophotonics network worldwide",2017,"Journal of Biophotonics",10,"5",,617,,,,10.1002/jbio.201770054,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019603772&partnerID=40&md5=4cbfce0de0a974b3ba3aab390ea4eef2",Editorial,Final,Open Access,Scopus,2-s2.0-85019603772
"Onishi, A.C., Nesper, P.L., Fawzi, A.A.","57194202888; 57189634661; 7003745926","Adaptive optics scanning laser ophthalmoscopy and multimodal imaging of Peau D'Orange in pseudoxanthoma elasticum",2017,"Ophthalmic Surgery Lasers and Imaging Retina",48,"5",,436,440,,1,10.3928/23258160-20170428-12,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019206997&partnerID=40&md5=2308e3a2266cfa18a88d62b0ea842b5d",Article,Final,,Scopus,2-s2.0-85019206997
"Sui, M., Li, M.-Y., Kunwar, S., Pandey, P., Zhang, Q., Lee, J.","55521564800; 57213423320; 57117584700; 56681750500; 56681504200; 57201387960","Effects of annealing temperature and duration on the morphological and optical evolution of self-Assembled Pt nanostructures on c-plane sapphire",2017,"PLoS ONE",12,"5", e0177048,,,,17,10.1371/journal.pone.0177048,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019079068&partnerID=40&md5=dcb1472c2e3badfe0287ed163ebeb51c",Article,Final,Open Access,Scopus,2-s2.0-85019079068
"Christaras, D., Ginis, H., Pennos, A., Artal, P.","56893860100; 6508099390; 23480390800; 7005968116","Scattering contribution to the double-pass PSF using Monte Carlo simulations",2017,"Ophthalmic and Physiological Optics",37,"3",,342,346,,7,10.1111/opo.12375,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018794859&partnerID=40&md5=3439e2c6d62c6a90b315c54de6eebf7c",Article,Final,,Scopus,2-s2.0-85018794859
"Legras, R., Rio, D.","7006621718; 56581551300","Simulation of commercial vs theoretically optimised contact lenses for presbyopia",2017,"Ophthalmic and Physiological Optics",37,"3",,297,304,,7,10.1111/opo.12382,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018785033&partnerID=40&md5=073250c512de76988c6f04fa5fa11f44",Article,Final,,Scopus,2-s2.0-85018785033
"Rozema, J.J., Charman, W.N., Atchison, D.A., Ginis, H.","8566237400; 7102355014; 7005973301; 6508099390","Visual and Physiological Optics: where will the journey lead us in 10 years?",2017,"Ophthalmic and Physiological Optics",37,"3",,235,239,,,10.1111/opo.12384,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018744514&partnerID=40&md5=a88594c2cd4474a6882f83f8533d7105",Editorial,Final,Open Access,Scopus,2-s2.0-85018744514
"Harris, W.F., Evans, T., van Gool, R.D.","7402164141; 55418870100; 6603574163","Quantitative analysis of eyes and other optical systems in linear optics",2017,"Ophthalmic and Physiological Optics",37,"3",,347,352,,1,10.1111/opo.12370,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017341587&partnerID=40&md5=c7fc85b8bb7d494d918ecedfcac42d40",Article,Final,,Scopus,2-s2.0-85017341587
"Merola, F., Barroso, Á., Miccio, L., Memmolo, P., Mugnano, M., Ferraro, P., Denz, C.","25522440300; 55612904200; 15835343900; 24478818300; 56247210000; 56140449800; 7006219389","Biolens behavior of RBCs under optically-induced mechanical stress",2017,"Cytometry Part A",91,"5",,527,533,,16,10.1002/cyto.a.23085,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014968763&partnerID=40&md5=567439680cd6c81ecc7beba1c7e6f3e1",Article,Final,Open Access,Scopus,2-s2.0-85014968763
"Liu, T., Thibos, L.N.","55777634500; 7005902892","Compensation of corneal oblique astigmatism by internal optics: a theoretical analysis",2017,"Ophthalmic and Physiological Optics",37,"3",,305,316,,5,10.1111/opo.12364,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014755928&partnerID=40&md5=f80188d16b13ca67ba92e1219404ac67",Article,Final,,Scopus,2-s2.0-85014755928
"Jakowetz, A.C., Böhm, M.L., Sadhanala, A., Huettner, S., Rao, A., Friend, R.H.","55921449100; 55356532200; 55906590900; 35190493000; 35192306100; 8077782000","Visualizing excitations at buried heterojunctions in organic semiconductor blends",2017,"Nature Materials",16,"5",,551,557,,65,10.1038/nmat4865,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014112167&partnerID=40&md5=19a9e98c6aa180abf55b8d351426a572",Article,Final,,Scopus,2-s2.0-85014112167
"Radhakrishnan, H., Charman, W.N.","16246184700; 7102355014","Optical characteristics of Alvarez variable-power spectacles",2017,"Ophthalmic and Physiological Optics",37,"3",,284,296,,5,10.1111/opo.12361,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013324788&partnerID=40&md5=46038fe47c1bd11db6d754003ba318ba",Article,Final,,Scopus,2-s2.0-85013324788
"Ilie, N.","8576839400","Transmitted irradiance through ceramics: effect on the mechanical properties of a luting resin cement",2017,"Clinical Oral Investigations",21,"4",,1183,1190,,6,10.1007/s00784-016-1891-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976416519&partnerID=40&md5=c4c2b7ff2edf13329e1ab29dcf94627b",Article,Final,,Scopus,2-s2.0-84976416519
"Galal, H., Agio, M.","57193992093; 6701443857","Highly efficient light extraction and directional emission from large refractive-index materials with a planar Yagi-Uda antenna",2017,"Optical Materials Express",7,"5",,1634,1646,,17,10.1364/OME.7.001634,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018171675&partnerID=40&md5=a2fd3eabbd4a30f2dadbef27fe873274",Article,Final,Open Access,Scopus,2-s2.0-85018171675
"Pinet, S., Martinez, J.-M., Ouillon, S., Lartiges, B., Villar, R.E.","57191272405; 7404312964; 56202366100; 6603562471; 55207322800","Variability of apparent and inherent optical properties of sediment-laden waters in large river basins - Lessons from in situ measurements and bio-optical modeling",2017,"Optics Express",25,"8",,A283,A310,,17,10.1364/OE.25.00A283,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018528199&partnerID=40&md5=0617b372e1b40a2bc451dce6bea640d6",Article,Final,Open Access,Scopus,2-s2.0-85018528199
"Nageshwari, M., Jayaprakash, P., Kumari, C.R.T., Vinitha, G., Caroline, M.L.","56104049300; 55490304700; 56103504500; 18435048100; 23033978300","Growth, spectral, linear and nonlinear optical characteristics of an efficient semiorganic acentric crystal: L-valinium L-valine chloride",2017,"Physica B: Condensed Matter",511,"",,1,9,,36,10.1016/j.physb.2017.01.027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85012260278&partnerID=40&md5=ff729f66aee0324ba9ea38fb00988d91",Article,Final,,Scopus,2-s2.0-85012260278
"Matsuyama, S., Yasuda, S., Yamada, J., Okada, H., Kohmura, Y., Yabashi, M., Ishikawa, T., Yamauchi, K.","8596813300; 57014347600; 56825121700; 35976667300; 7004210332; 7004588540; 35378418400; 7801509680","50-nm-resolution full-field X-ray microscope without chromatic aberration using total-reflection imaging mirrors",2017,"Scientific Reports",7,"", 46358,,,,32,10.1038/srep46358,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017438352&partnerID=40&md5=4d386365799856fbdcd4eb8ac5b827c4",Article,Final,Open Access,Scopus,2-s2.0-85017438352
"Zarzar, L.D., Kalow, J.A., He, X., Walish, J.J., Swager, T.M.","35424763100; 35781883800; 57197805664; 15049952500; 7103104771","Optical visualization and quantification of enzyme activity using dynamic droplet lenses",2017,"Proceedings of the National Academy of Sciences of the United States of America",114,"15",,3821,3825,,21,10.1073/pnas.1618807114,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035057461&partnerID=40&md5=e4f7c706c676f340e227eef1d05478ae",Article,Final,Open Access,Scopus,2-s2.0-85035057461
"Witzke, S., List, N.H., Olsen, J.M.H., Steinmann, C., Petersen, M., Beerepoot, M.T.P., Kongsted, J.","36676138100; 54792237100; 36671786500; 36464352700; 7202846111; 50960970800; 6603618578","An averaged polarizable potential for multiscale modeling in phospholipid membranes",2017,"Journal of Computational Chemistry",38,"9",,601,611,,6,10.1002/jcc.24718,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028251707&partnerID=40&md5=4ee69eca46c287a895b2d993c942c6d3",Article,Final,,Scopus,2-s2.0-85028251707
"Kim, J.-D., Lee, Y.-G.","56288882700; 24597854800","Plasmonic trapping and release of nanoparticles in a monitoring environment",2017,"Journal of Visualized Experiments",2017,"122", e55258,,,,,10.3791/55258,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017513035&partnerID=40&md5=9008e5e6d5e6c90f5181ac752f4dab86",Article,Final,,Scopus,2-s2.0-85017513035
"Hayakawa, T., Watanabe, T., Senoo, T., Ishikawa, M.","55822198200; 57145254700; 7004786076; 7404031178","Gain-compensation methodology for a sinusoidal scan of a galvanometer mirror in proportional-integral-differential control using pre-emphasis techniques",2017,"Journal of Visualized Experiments",2017,"122", e55431,,,,2,10.3791/55431,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017507470&partnerID=40&md5=f3e0f9d245ac9305b474ede9a2df4f4f",Article,Final,,Scopus,2-s2.0-85017507470
"Lee, W., Rahman, H., Kersh, M.E., Toussaint, K.C.","55911950700; 57220702711; 8589602400; 6602247765","Application of quantitative second-harmonic generation microscopy to posterior cruciate ligament for crimp analysis studies",2017,"Journal of Biomedical Optics",22,"4", 046009,,,,9,10.1117/1.JBO.22.4.046009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021902861&partnerID=40&md5=5abe6199644bdb6c84672a2dd4c0fdc3",Article,Final,Open Access,Scopus,2-s2.0-85021902861
"Baruch, D., Abookasis, D.","57194708059; 6603489822","Multimodal optical setup based on spectrometer and cameras combination for biological tissue characterization with spatially modulated illumination",2017,"Journal of Biomedical Optics",22,"4", 046007,,,,2,10.1117/1.JBO.22.4.046007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021700719&partnerID=40&md5=1cb31f98cf8d07d41490d035d293b8da",Article,Final,Open Access,Scopus,2-s2.0-85021700719
"Sordillo, D.C., Sordillo, L.A., Sordillo, P.P., Shi, L., Alfano, R.R.","55746573800; 55747178700; 57214516015; 55625765700; 35512463300","Short wavelength infrared optical windows for evaluation of benign and malignant tissues",2017,"Journal of Biomedical Optics",22,"4", 045002,,,,24,10.1117/1.JBO.22.4.045002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021687837&partnerID=40&md5=6ba69e6ad6837656fe1f406e2256a549",Article,Final,Open Access,Scopus,2-s2.0-85021687837
"Zimmermann, B.B., Deng, B., Singh, B., Martino, M., Selb, J., Fang, Q., Sajjadi, A.Y., Cormier, J., Moore, R.H., Kopans, D.B., Boas, D.A., Saksena, M.A., Carp, S.A.","57197065104; 56780967300; 57212223557; 55735465500; 7004102052; 7202644420; 35073231500; 57193802643; 7404937503; 26643308000; 7005386245; 7004070042; 6603565750","Multimodal breast cancer imaging using coregistered dynamic diffuse optical tomography and digital breast tomosynthesis",2017,"Journal of Biomedical Optics",22,"4", 046008,,,,21,10.1117/1.JBO.22.4.046008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021672742&partnerID=40&md5=efda490342ab9eda48e4dd9a4911627f",Article,Final,Open Access,Scopus,2-s2.0-85021672742
